2025/01/02 00:00,03F2078N,03F2066N,32,86,3
2025/01/02 00:00,03F2078N,03F2066N,5,90,1
2025/01/02 00:00,03F2100N,03F2078N,31,102,20
2025/01/02 00:00,03F2100N,03F2078N,32,91,2
2025/01/02 00:00,03F2066S,03F2079S,31,100,25
2025/01/02 00:00,03F2066S,03F2079S,32,100,6
2025/01/02 00:00,03F2066S,03F2079S,41,97,1
2025/01/02 00:00,03F2066S,03F2079S,42,86,1
2025/01/02 00:00,03F2066S,03F2079S,5,93,1
2025/01/02 00:00,03F2125N,03F2100N,31,100,16
2025/01/02 00:00,03F2125N,03F2100N,32,97,1
2025/01/02 00:00,03F2125N,03F2100N,5,72,1
2025/01/02 00:00,03F2079S,03F2100S,31,106,24
2025/01/02 00:00,03F2079S,03F2100S,32,111,6
2025/01/02 00:00,03F2079S,03F2100S,41,100,1
2025/01/02 00:00,03F2079S,03F2100S,42,95,2
2025/01/02 00:00,03F2079S,03F2100S,5,90,2
2025/01/02 00:00,03F2153N,03F2125N,31,104,31
2025/01/02 00:00,03F2153N,03F2125N,32,93,3
2025/01/02 00:00,03F2153N,03F2125N,5,81,2
2025/01/02 00:00,03F2100S,03F2129S,31,104,22
2025/01/02 00:00,03F2100S,03F2129S,32,99,8
2025/01/02 00:00,03F2100S,03F2129S,41,100,1
2025/01/02 00:00,03F2100S,03F2129S,42,97,2
2025/01/02 00:00,03F2100S,03F2129S,5,90,2
2025/01/02 00:00,03F2129S,03F2152S,31,104,27
2025/01/02 00:00,03F2129S,03F2152S,32,100,9
2025/01/02 00:00,03F2129S,03F2152S,42,102,2
2025/01/02 00:00,03F2129S,03F2152S,5,90,1
2025/01/02 00:00,03F2194N,03F2153N,31,106,32
2025/01/02 00:00,03F2194N,03F2153N,32,86,5
2025/01/02 00:00,03F2194N,03F2153N,42,84,2
2025/01/02 00:00,03F2194N,03F2153N,5,81,2
2025/01/02 00:00,03F2152S,03F2194S,31,100,30
2025/01/02 00:00,03F2152S,03F2194S,32,104,7
2025/01/02 00:00,03F2152S,03F2194S,41,115,1
2025/01/02 00:00,03F2152S,03F2194S,42,90,2
2025/01/02 00:05,03F2078N,03F2066N,31,97,22
2025/01/02 00:05,03F2078N,03F2066N,32,91,4
2025/01/02 00:05,03F2078N,03F2066N,42,100,1
2025/01/02 00:05,03F2078N,03F2066N,5,90,1
2025/01/02 00:05,03F2100N,03F2078N,31,100,17
2025/01/02 00:05,03F2100N,03F2078N,32,93,5
2025/01/02 00:05,03F2100N,03F2078N,5,57,2
2025/01/02 00:05,03F2066S,03F2079S,31,99,28
2025/01/02 00:05,03F2066S,03F2079S,32,104,7
2025/01/02 00:05,03F2066S,03F2079S,42,82,3
2025/01/02 00:05,03F2125N,03F2100N,31,106,22
2025/01/02 00:05,03F2125N,03F2100N,32,97,3
2025/01/02 00:05,03F2125N,03F2100N,42,104,1
2025/01/02 00:05,03F2125N,03F2100N,5,93,1
2025/01/02 00:05,03F2079S,03F2100S,31,106,28
2025/01/02 00:05,03F2079S,03F2100S,32,109,6
2025/01/02 00:05,03F2079S,03F2100S,42,86,3
2025/01/02 00:05,03F2079S,03F2100S,5,93,1
2025/01/02 00:05,03F2153N,03F2125N,31,104,34
2025/01/02 00:05,03F2153N,03F2125N,32,97,6
2025/01/02 00:05,03F2153N,03F2125N,42,99,4
2025/01/02 00:05,03F2100S,03F2129S,31,100,25
2025/01/02 00:05,03F2100S,03F2129S,32,108,6
2025/01/02 00:05,03F2100S,03F2129S,5,93,1
2025/01/02 00:05,03F2129S,03F2152S,31,104,25
2025/01/02 00:05,03F2129S,03F2152S,32,111,7
2025/01/02 00:05,03F2129S,03F2152S,41,100,1
2025/01/02 00:05,03F2129S,03F2152S,5,93,1
2025/01/02 00:05,03F2194N,03F2153N,31,100,33
2025/01/02 00:05,03F2194N,03F2153N,32,100,6
2025/01/02 00:05,03F2194N,03F2153N,42,93,5
2025/01/02 00:05,03F2194N,03F2153N,5,90,1
2025/01/02 00:05,03F2152S,03F2194S,31,104,22
2025/01/02 00:05,03F2152S,03F2194S,32,104,6
2025/01/02 00:05,03F2152S,03F2194S,41,100,1
2025/01/02 00:05,03F2152S,03F2194S,42,115,1
2025/01/02 00:05,03F2152S,03F2194S,5,90,1
2025/01/02 00:10,03F2078N,03F2066N,31,108,21
2025/01/02 00:10,03F2078N,03F2066N,32,100,8
2025/01/02 00:10,03F2078N,03F2066N,42,90,3
2025/01/02 00:10,03F2078N,03F2066N,5,72,1
2025/01/02 00:10,03F2100N,03F2078N,31,108,21
2025/01/02 00:10,03F2100N,03F2078N,32,109,4
2025/01/02 00:10,03F2100N,03F2078N,42,88,4
2025/01/02 00:10,03F2066S,03F2079S,31,97,25
2025/01/02 00:10,03F2066S,03F2079S,32,97,4
2025/01/02 00:10,03F2066S,03F2079S,5,90,1
2025/01/02 00:10,03F2125N,03F2100N,31,115,17
2025/01/02 00:10,03F2125N,03F2100N,32,93,2
2025/01/02 00:10,03F2125N,03F2100N,42,93,2
2025/01/02 00:10,03F2079S,03F2100S,31,104,20
2025/01/02 00:10,03F2079S,03F2100S,32,100,6
2025/01/02 00:10,03F2079S,03F2100S,5,93,1
2025/01/02 00:10,03F2153N,03F2125N,31,104,26
2025/01/02 00:10,03F2153N,03F2125N,32,75,5
2025/01/02 00:10,03F2153N,03F2125N,42,93,1
